Stock,Buy Date,Buy Price,Sell Price,Return Rate
DB,2023-06-05,2100,2135,1.6666666666666667
에쓰씨엔지니어링,2000-08-17,473,473,0.0
에쓰씨엔지니어링,2014-07-02,923,925,0.21668472372697722
블레이드 Ent,2005-04-01,2820,2690,-4.609929078014184
블레이드 Ent,2012-01-06,1640,1655,0.9146341463414633
파루,2009-07-22,4527,4436,-2.010161254694058
파루,2015-07-21,3606,3615,0.24958402662229617
파루,2020-10-28,3005,2695,-10.316139767054908
콤텍시스템,2014-03-26,905,914,0.9944751381215469
일성건설,2007-11-29,1440,1325,-7.986111111111111
일성건설,2012-04-06,554,530,-4.332129963898916
국보디자인,2003-07-28,4767,4767,0.0
국보디자인,2006-01-20,3460,3050,-11.849710982658959
국보디자인,2012-03-29,8020,8340,3.99002493765586
STX중공업,2020-01-03,3160,2920,-7.59493670886076
STX중공업,2021-06-28,7640,7100,-7.068062827225131
진바이오텍,2009-01-30,1715,1700,-0.8746355685131195
진바이오텍,2016-03-04,5110,4950,-3.131115459882583
아이에스동서,2001-05-03,1374,1580,14.992721979621543
아이에스동서,2019-04-05,33500,33600,0.2985074626865672
엠젠솔루션,2004-10-19,185500,187273,0.9557951482479784
엠젠솔루션,2015-11-04,8338,8288,-0.5996641880546894
엠젠솔루션,2018-01-11,10881,10476,-3.722084367245657
코콤,2009-09-16,2520,2510,-0.3968253968253968
KH 전자,2016-05-31,27690,27945,0.9209100758396532
켐트로스,2017-09-06,6480,5850,-9.722222222222223
나노캠텍,2018-06-26,7590,7500,-1.185770750988142
체시스,2020-07-01,2623,2309,-11.971025543271063
체시스,2022-05-30,1335,1345,0.7490636704119851
씨앗,2017-07-31,5100,4500,-11.76470588235294
씨앗,2019-11-04,1895,1795,-5.277044854881266
스틱인베스트먼트,2008-04-23,1840,1800,-2.1739130434782608
스틱인베스트먼트,2012-11-26,2830,3520,24.381625441696116
코나아이,2021-08-06,44000,43000,-2.272727272727273
갤럭시아머니트리,2009-03-09,2875,3542,23.200000000000003
갤럭시아머니트리,2009-03-20,2919,3542,21.34292565947242
삼천리자전거,2009-01-07,6344,5863,-7.581967213114754
삼천리자전거,2015-07-13,25450,23550,-7.465618860510806
DL,2004-01-30,35512,32846,-7.507321468799279
DL,2022-08-03,67000,67000,0.0
젬백스,2015-05-14,21500,33850,57.44186046511628
알에프세미,2008-03-24,4027,4000,-0.6704742984852247
알에프세미,2012-11-06,10950,10800,-1.36986301369863
알에프세미,2020-11-23,5630,5230,-7.104795737122557
원풍물산,2006-04-07,844,906,7.345971563981042
모토닉,2000-08-22,1025,1030,0.4878048780487805
유니포인트,2016-05-25,26500,22550,-14.90566037735849
유니포인트,2018-09-05,16900,17000,0.591715976331361
아이톡시,2006-04-27,13880,12512,-9.855907780979827
신화콘텍,2016-09-30,6731,6867,2.0205021542118553
신화콘텍,2021-08-19,5660,5250,-7.243816254416961
에이디칩스,2002-05-13,17950,19343,7.760445682451253
에이디칩스,2013-02-20,1864,1828,-1.9313304721030045
NHN벅스,2010-02-17,13550,13050,-3.6900369003690034
NHN벅스,2010-10-22,9270,9200,-0.7551240560949299
화천기공,2000-06-01,15307,14925,-2.4955902528255045
화천기공,2000-07-14,13394,11786,-12.005375541287142
화천기공,2005-05-23,9375,8572,-8.565333333333333
CJ씨푸드,2011-03-08,3630,3500,-3.581267217630854
에이프로,2022-03-02,18400,18500,0.5434782608695652
비덴트,2021-02-10,9030,9120,0.9966777408637874
비덴트,2021-10-19,10500,11400,8.571428571428571
에이테크솔루션,2010-06-23,25250,25200,-0.19801980198019803
뉴지랩파마,2017-04-20,6250,5775,-7.6
디지아이,2006-01-25,10032,9303,-7.266746411483253
디지아이,2015-06-01,3120,3110,-0.3205128205128205
이베스트투자증권,2008-02-22,15140,15051,-0.5878467635402906
삼진,2019-02-14,4674,4674,0.0
인크로스,2017-02-10,10859,11249,3.591490929183166
인크로스,2019-06-11,15955,14793,-7.282983390786588
미코,2006-11-06,4385,4385,0.0
미코,2010-03-03,2290,2040,-10.91703056768559
미코,2023-09-04,12630,12130,-3.95882818685669
서진시스템,2018-03-12,8967,8909,-0.6468161034905766
서진시스템,2019-07-02,13592,12466,-8.284284873454974
모두투어,2015-08-28,27514,24046,-12.604492258486587
코셋,2015-08-10,4200,4500,7.142857142857142
코셋,2018-08-10,1695,1445,-14.749262536873156
코셋,2020-07-21,1610,1715,6.521739130434782
코셋,2022-07-27,2150,1900,-11.627906976744185
와이엠,2006-04-03,811,803,-0.9864364981504316
제넥신,2015-03-17,23097,38822,68.08243494826168
제넥신,2017-11-07,34900,34864,-0.10315186246418338
엔씨소프트,2017-03-15,297500,296500,-0.33613445378151263
로보티즈,2022-02-25,26350,24950,-5.313092979127135
우성,2019-03-20,29950,29600,-1.1686143572621035
하이록코리아,2017-04-24,21550,22750,5.56844547563805
바른손,2005-04-04,11178,29709,165.78099838969405
바른손,2014-05-27,5217,4481,-14.107724746022617
바른손,2015-11-19,2379,2320,-2.480033627574611
케이엔제이,2020-06-29,9180,9380,2.178649237472767
키네마스터,2019-09-03,6823,6434,-5.701304411549172
RFHIC,2021-06-03,38100,38700,1.574803149606299
쌍용정보통신,2019-02-08,1208,1118,-7.450331125827815
에프에스티,2019-07-17,8060,8250,2.357320099255583
크로넥스,2020-01-02,3850,3960,2.857142857142857
뷰웍스,2011-12-09,9400,9970,6.0638297872340425
이루온,2009-03-18,840,775,-7.738095238095238
아이진,2018-03-12,17103,16687,-2.4323218148862775
앱클론,2022-10-21,18050,17800,-1.3850415512465373
바른손이앤에이,2007-11-22,2100,1870,-10.952380952380953
시큐브,2012-04-26,661,691,4.53857791225416
유니켐,2001-07-13,277016,261818,-5.486325699598579
루트락,2023-01-20,1985,2225,12.090680100755668
보령,2001-01-04,710,632,-10.985915492957748
파인디지털,2009-09-17,2850,2900,1.7543859649122806
파인디지털,2012-11-26,7100,6600,-7.042253521126761
로보쓰리에이아이,2018-05-30,5000,4975,-0.5
디지털대성,2004-09-09,1802,1665,-7.602663706992232
디지털대성,2005-11-25,4568,4218,-7.66199649737303
동일고무벨트,2015-07-20,13792,13879,0.630800464037123
헬릭스미스,2018-04-05,129132,129776,0.49871449369637266
해성옵틱스,2018-09-20,2645,2428,-8.204158790170132
후성,2007-08-23,5996,5461,-8.922615076717811
KH바텍,2007-05-28,6176,5694,-7.80440414507772
동양,2008-02-22,48616,49632,2.0898469639624815
나노엔텍,2017-12-28,5950,6250,5.042016806722689
에스엘,2015-05-22,15663,15862,1.2705101193896444
레드캡투어,2001-01-12,32050,35850,11.856474258970358
대유,2023-01-04,3850,3860,0.2597402597402597
쎄니트,2003-10-27,6966,6430,-7.694516221648004
쎄니트,2012-07-30,468,575,22.863247863247864
현대제철,2003-08-18,6900,7310,5.942028985507246
현대제철,2010-02-24,88200,88400,0.22675736961451248
에코캡,2020-07-15,1782,1768,-0.7856341189674524
삼일,2000-05-15,4120,3700,-10.194174757281553
유진기업,2005-06-01,4210,4295,2.019002375296912
효성화학,2020-09-08,114000,123000,7.894736842105263
효성화학,2021-08-31,386000,376500,-2.461139896373057
커넥트웨이브,2015-05-27,5929,6030,1.7034913138809245
커넥트웨이브,2020-06-19,28950,28800,-0.5181347150259068
메지온,2013-02-20,6726,6843,1.7395182872435324
국도화학,2005-11-16,11892,12008,0.9754456777665658
휴니드테크놀러지스,2006-01-18,10250,9700,-5.365853658536586
홈센타홀딩스,2020-09-15,1219,1135,-6.890894175553733
일진디스플,2012-02-16,10207,9724,-4.7320466346624865
사람인,2016-09-22,16400,16700,1.8292682926829267
서울제약,2017-05-08,12403,12345,-0.4676287994839958
코웰패션,2015-08-28,3500,3240,-7.428571428571429
메이슨캐피탈,2015-11-18,953,1237,29.800629590766004
아스트,2019-11-18,9590,9230,-3.7539103232533892
에이치케이,2003-06-23,600,810,35.0
에이치케이,2007-02-08,1880,1870,-0.5319148936170213
신일제약,2012-04-20,2082,1983,-4.755043227665706
신일제약,2020-03-04,7093,6581,-7.21838432257155
한화손해보험,2009-07-21,10208,10396,1.841692789968652
인지디스플레,2002-03-07,4350,4470,2.7586206896551726
인지디스플레,2005-10-26,1700,1625,-4.411764705882353
와이엠티,2019-10-18,17700,16450,-7.062146892655368
SM C&C,2017-04-03,2210,2095,-5.203619909502263
영진약품,2002-01-08,1189,1219,2.5231286795626575
카나리아바이오,2020-09-15,1018,1008,-0.9823182711198428
에코바이오,2011-08-17,5452,5500,0.880410858400587
지에스이,2012-05-09,1995,1935,-3.007518796992481
SIMPAC,2005-09-29,1350,1370,1.4814814814814816
JW신약,2010-12-10,3802,3716,-2.261967385586533
JW신약,2011-09-05,4406,4091,-7.149341806627326
JW신약,2011-12-22,7272,7208,-0.88008800880088
테크엔,2022-10-24,697,635,-8.895265423242469
세원정공,2019-06-07,9977,9759,-2.185025558785206
에스퓨얼셀,2021-08-30,37750,37750,0.0
대양금속,2010-02-22,124814,126406,1.275497940936113
티피씨글로벌,2015-06-24,3600,3545,-1.5277777777777777
서남,2023-07-28,4350,4485,3.103448275862069
웰크론,2015-07-16,5540,5680,2.527075812274368
토탈소프트,2011-04-08,1525,1505,-1.3114754098360655
세기상사,2011-08-18,7993,8423,5.379707243838359
케이피에스,2020-11-27,17800,17150,-3.651685393258427
CNH,2000-11-09,2509,2463,-1.8333997608609007
CNH,2002-01-24,1779,1843,3.5975267003934794
CNH,2007-07-23,3500,3250,-7.142857142857142
CNH,2014-06-13,1665,1655,-0.6006006006006006
파이오링크,2024-04-26,13660,13660,0.0
라닉스,2023-04-13,6120,5730,-6.372549019607843
SM Life Design,2007-02-05,5550,5100,-8.108108108108109
화일약품,2002-12-06,1418,1433,1.0578279266572637
화일약품,2003-06-09,1083,1005,-7.202216066481995
화일약품,2006-01-16,2707,2733,0.9604728481714074
화일약품,2020-03-26,2773,2543,-8.294266137756942
나눔테크,2018-10-04,4160,3800,-8.653846153846153
녹원씨엔아이,2011-04-01,31184,28272,-9.338122113904566
녹원씨엔아이,2012-06-07,33370,29910,-10.3685945459994
씨티알모빌리티,2023-01-13,15500,15200,-1.935483870967742
세진중공업,2020-09-07,5792,5191,-10.376381215469612
동국산업,2000-04-19,675,619,-8.296296296296296
틸론,2016-01-29,17300,16050,-7.225433526011561
SNT다이내믹스,2010-05-03,15833,16908,6.789616623507863
인지소프트,2015-11-19,11850,10800,-8.860759493670885
인지소프트,2019-07-23,33000,32600,-1.2121212121212122
엠벤처투자,2004-11-15,716,649,-9.35754189944134
엠벤처투자,2005-09-23,904,880,-2.6548672566371683
스타리츠,2023-06-13,4000,3895,-2.625
노랑풍선,2021-09-15,16550,15350,-7.250755287009064
사조동아원,2008-05-16,3300,3335,1.0606060606060608
DB금융투자,2020-07-20,3580,3600,0.5586592178770949
코스텍시스,2023-05-10,17250,16925,-1.884057971014493
삼성에스디에스,2020-07-13,183500,184500,0.544959128065395
듀오백,2019-08-27,2885,2810,-2.5996533795493932
듀오백,2023-12-11,2700,2530,-6.296296296296296
유니셈,2004-11-04,777,793,2.0592020592020592
유니셈,2020-03-06,6300,5650,-10.317460317460316
유니셈,2023-03-21,7010,7140,1.8544935805991443
유니셈,2023-05-22,8510,8580,0.8225616921269095
TCC스틸,2023-11-07,60300,56000,-7.131011608623548
위월드,2014-12-02,3990,3985,-0.12531328320802004
위월드,2015-12-23,3680,4230,14.945652173913043
위월드,2017-04-26,4600,3995,-13.152173913043477
위월드,2018-07-10,3000,2755,-8.166666666666666
아바코,2018-01-02,7540,7600,0.7957559681697612
아바코,2022-10-06,13150,13250,0.7604562737642585
하이로닉,2017-06-02,5484,5140,-6.272793581327499
흥국화재,2005-04-04,4280,4177,-2.4065420560747666
정상제이엘에스,2004-02-19,2055,2000,-2.67639902676399
SG글로벌,2020-07-06,1560,2170,39.1025641025641
성우전자,2023-05-10,2995,3030,1.1686143572621035
한익스프레스,2001-03-30,670,671,0.1492537313432836
한익스프레스,2007-11-14,1680,1430,-14.880952380952381
한익스프레스,2019-06-12,7200,7130,-0.9722222222222222
한익스프레스,2023-01-17,5600,5610,0.17857142857142858
우리로,2017-03-28,2547,2726,7.0278759324695725
우리로,2023-01-10,1400,1345,-3.9285714285714284
덕성,2013-04-03,4150,4175,0.6024096385542169
덕성,2019-08-22,3565,3450,-3.225806451612903
세원이앤씨,2009-08-28,26655,24665,-7.465766272744326
엔케이맥스,2023-08-16,7615,7155,-6.040709126723572
엘리비젼,2021-12-20,683,610,-10.68814055636896
에이엔피,2021-09-29,2470,2455,-0.6072874493927125
삼성증권,2018-03-14,40800,40500,-0.7352941176470588
팬스타엔터프라이즈,2006-01-19,41173,35208,-14.487649673329608
팬스타엔터프라이즈,2019-04-01,1175,1205,2.553191489361702
한국미라클피플사,2022-02-24,26150,22550,-13.766730401529637
골드앤에스,2001-07-05,39812,35126,-11.770320506379987
골드앤에스,2005-04-07,19423,17304,-10.909746177212583
케이피엠테크,2023-03-29,433,434,0.23094688221709006
버킷스튜디오,2012-11-07,7497,6386,-14.819261037748433
버킷스튜디오,2021-09-10,2550,2790,9.411764705882353
DB하이텍,2002-01-28,7470,7360,-1.4725568942436411
미래산업,2002-03-06,58506,55097,-5.8267528116774345
나라소프트,2023-03-16,80,80,0.0
하이트진로홀딩스,2015-06-25,15050,15000,-0.33222591362126247
한일철강,2011-09-05,1700,1690,-0.5882352941176471
비엘팜텍,2007-09-03,4345,4331,-0.3222094361334868
선광,2000-05-09,5840,5400,-7.534246575342466
선광,2004-01-05,5600,5200,-7.142857142857142
아미코젠,2020-01-02,11680,11263,-3.570205479452055
HL홀딩스,2021-02-17,44300,40850,-7.7878103837471775
동아화성,2006-06-12,2600,2350,-9.615384615384617
동아화성,2021-08-10,14400,14000,-2.7777777777777777
현대엘리베이터,2003-12-16,24816,27640,11.379754996776272
동부건설,2000-08-18,66011,62943,-4.647710230113163
동부건설,2016-04-05,19592,19804,1.0820743160473663
고려제약,2009-10-27,3185,2890,-9.262166405023548
고려제약,2020-01-02,7490,8490,13.351134846461948
서린바이오,2020-02-20,9096,8272,-9.058927000879507
씨에스윈드,2017-08-29,13428,12526,-6.717307119451892
코아스,2015-08-27,2720,2865,5.330882352941177
코아스,2015-11-18,2695,2470,-8.348794063079778
오로라,2012-11-26,5870,5850,-0.34071550255536626
오로라,2019-07-12,13450,12450,-7.434944237918216
감성코퍼레이션,2002-01-29,10175,9566,-5.985257985257985
감성코퍼레이션,2015-06-04,2096,1909,-8.92175572519084
웨스트라이즈,2010-08-05,13416,12618,-5.948121645796064
파라텍,2016-12-01,4855,4847,-0.164778578784758
파라텍,2020-05-26,6360,5830,-8.333333333333332
SOOP,2004-11-18,1329,1321,-0.601956358164033
에스아이리소스,2005-06-14,39622,41495,4.7271717732572816
로지스몬,2021-01-21,350,298,-14.857142857142858
로지스몬,2023-11-15,530,451,-14.90566037735849
로지스몬,2024-03-14,589,508,-13.752122241086587
한일현대시멘트,2005-11-25,133354,143726,7.777794441861512
서울전자통신,2015-09-18,762,1185,55.51181102362205
미래나노텍,2016-11-15,6100,6180,1.3114754098360655
글로벌텍스프리,2021-02-17,3250,3200,-1.5384615384615385
와이솔,2015-12-07,14011,12683,-9.47826707586896
덕산네오룩스,2019-08-14,17750,20650,16.338028169014084
키움증권,2024-01-31,96700,119100,23.164426059979316
한양디지텍,2014-11-10,2850,7600,166.66666666666669
아이오케이,2007-06-12,63685,76520,20.153882389887727
아이오케이,2013-03-28,4610,4610,0.0
나노,2016-06-01,4995,4613,-7.647647647647647
나노,2023-06-12,1318,1205,-8.573596358118362
LG생활건강,2002-01-04,36000,33100,-8.055555555555555
LG생활건강,2020-10-07,1513000,1562000,3.238598810310641
엔텔스,2013-07-03,9668,10106,4.530409598676044
와토스코리아,2007-08-08,5968,5430,-9.014745308310992
와토스코리아,2012-08-09,4517,4381,-3.010847907903476
와토스코리아,2022-09-21,6380,6140,-3.761755485893417
씨티씨바이오,2022-02-28,9600,9690,0.9375
사조산업,2006-10-16,7590,6920,-8.827404479578393
오뚜기,2015-11-19,1056000,1051000,-0.4734848484848485
위지윅스튜디오,2023-01-18,4613,4563,-1.0838933448948622
자비스,2022-10-28,1776,1767,-0.5067567567567568
비비안,2000-11-28,2247,2054,-8.589230084557187
고려아연,2010-12-15,308500,303500,-1.6207455429497568
고려아연,2011-09-02,440000,430500,-2.159090909090909
바텍,2009-06-03,17350,15800,-8.93371757925072
바텍,2014-04-02,15000,24500,63.33333333333333
다올투자증권,2002-01-29,4610,4090,-11.279826464208242
파트론,2012-08-14,8499,8535,0.4235792446170138
디와이,2009-10-12,3760,3638,-3.2446808510638294
디와이,2022-03-21,9720,10350,6.481481481481481
CJ제일제당,2011-10-25,319500,333000,4.225352112676056
바디텍메드,2018-03-12,19750,19700,-0.25316455696202533
바디텍메드,2020-10-29,32900,28950,-12.006079027355623
MDS테크,2007-11-13,1085,1075,-0.9216589861751152
삼화전자공업,2018-01-16,6669,6348,-4.81331533963113
삼영,2021-06-07,3170,3015,-4.889589905362776
지아이텍,2022-10-19,4385,4185,-4.561003420752566
태원물산,2000-11-30,1012,957,-5.434782608695652
태원물산,2001-01-05,1087,989,-9.015639374425023
태원물산,2018-06-18,5560,4815,-13.399280575539569
한탑,2009-03-24,1111,1116,0.45004500450045004
한탑,2019-03-29,2903,2948,1.550120564932828
NHN KCP,2015-07-02,17560,17396,-0.9339407744874715
티엔엔터테인먼트,2018-04-05,36050,32450,-9.986130374479888
삼익악기,2002-07-26,1015,925,-8.866995073891626
휴림에이텍,2006-06-07,2386,2064,-13.4953897736798
휴림에이텍,2010-11-15,1066,1039,-2.5328330206378986
휴림에이텍,2015-01-09,524,482,-8.015267175572518
이수앱지스,2013-06-20,8797,8806,0.10230760486529498
이수앱지스,2018-04-09,14800,13200,-10.81081081081081
코스모화학,2007-09-17,7670,7565,-1.3689700130378095
STX,2016-08-24,33112,35601,7.516912297656439
이녹스,2011-03-23,7924,7338,-7.395254921756688
폴라리스AI,2011-07-19,1999,1899,-5.002501250625312
SKC,2004-11-04,8700,8250,-5.172413793103448
진원생명과학,2015-01-07,4388,4461,1.6636280765724702
대신증권,2016-02-01,11600,11450,-1.293103448275862
에스원,2010-05-18,49000,49300,0.6122448979591837
동국제약,2019-09-03,13453,13614,1.1967590871924476
고영,2015-02-25,9330,8870,-4.930332261521972
디씨엠,2001-07-30,5100,4270,-16.274509803921568
디씨엠,2021-05-25,17650,17400,-1.41643059490085
대주이엔티,2019-05-16,2395,2205,-7.933194154488518
대주이엔티,2021-09-17,1325,1305,-1.509433962264151
대주이엔티,2022-07-29,2205,2080,-5.6689342403628125
에스에이엠티,2021-09-17,5040,4760,-5.555555555555555
코데즈컴바인,2006-03-22,900205,898623,-0.17573774862392455
코데즈컴바인,2009-04-28,90013,106208,17.991845622299003
엘오티베큠,2006-09-04,2080,2092,0.576923076923077
엘오티베큠,2009-06-22,2312,2053,-11.20242214532872
SGA,2012-08-31,2072,1906,-8.011583011583012
성우하이텍,2011-05-27,14762,14125,-4.31513345075193
성우하이텍,2022-10-19,5780,5450,-5.709342560553633
성우하이텍,2024-02-02,9950,9770,-1.809045226130653
KC그린홀딩스,2013-07-15,9380,9890,5.437100213219616
신영와코루,2004-11-16,3920,3910,-0.25510204081632654
현대약품,2008-01-21,4081,3755,-7.988238176917423
영화금속,2007-07-27,1015,940,-7.389162561576355
영화금속,2013-03-22,1140,1145,0.43859649122807015
비유테크놀러지,2021-02-17,1653,1660,0.42347247428917123
인텔리안테크,2020-02-14,32670,34198,4.677073767982859
이노시스,2018-06-29,3190,3000,-5.956112852664576
이노시스,2021-06-21,969,978,0.9287925696594427
더존비즈온,2005-03-31,7700,7860,2.0779220779220777
더존비즈온,2006-02-16,25506,24784,-2.830706500431271
한국큐빅,2007-02-06,2475,2571,3.878787878787879
한국큐빅,2014-08-29,2865,2565,-10.471204188481675
한국큐빅,2020-07-10,2600,2595,-0.19230769230769232
한창제지,2002-06-14,3420,3158,-7.660818713450293
한창제지,2009-03-26,1112,981,-11.780575539568346
삼성전기,2018-08-28,155500,160500,3.215434083601286
파워풀엑스,2020-07-24,1000,927,-7.3
좋은사람들,2015-06-10,3933,3632,-7.653190948385456
좋은사람들,2019-08-16,8051,8704,8.110793690224817
